attendance_id,student_id,date,day_of_week,class,section,status,entry_time,exit_time,capture_method,rfid_tag,is_anomaly
ATT0000273,STU00294,2025-07-01,Tuesday,4,C,Late,08:19,13:55,RFID,127753E7962B,0
ATT0000274,STU00295,2025-07-01,Tuesday,7,C,Present,07:17,14:39,RFID,CE2D38448D6A,0
ATT0000275,STU00296,2025-07-01,Tuesday,6,C,Late,08:06,13:16,RFID,D6B94BC5F1DC,0
ATT0000276,STU00297,2025-07-01,Tuesday,6,A,Absent,,,,,0
ATT0000277,STU00298,2025-07-01,Tuesday,11,A,Present,07:16,14:37,RFID,93094261A88C,0
ATT0000278,STU00299,2025-07-01,Tuesday,9,B,Present,07:44,15:21,Biometric,,0
ATT0000279,STU00300,2025-07-01,Tuesday,7,C,Present,07:16,14:09,Biometric,,0
ATT0000280,STU00301,2025-07-01,Tuesday,4,A,Present,07:20,15:08,RFID,97CC6466975F,0
ATT0000281,STU00302,2025-07-01,Tuesday,2,A,Present,07:10,13:41,Biometric,,0
ATT0000282,STU00304,2025-07-01,Tuesday,5,B,Present,07:36,15:49,RFID,2E12D3EDCA2E,0
ATT0000283,STU00305,2025-07-01,Tuesday,5,C,Present,07:20,14:10,Biometric,,0
ATT0000284,STU00306,2025-07-01,Tuesday,9,C,Present,07:45,14:32,Face Recognition,,0
ATT0000285,STU00307,2025-07-01,Tuesday,4,B,Present,07:39,15:19,RFID,B0A28F0784BB,0
ATT0000286,STU00308,2025-07-01,Tuesday,10,D,Medical Leave,,,,,0
ATT0000287,STU00309,2025-07-01,Tuesday,6,A,Medical Leave,,,,,0
ATT0000288,STU00310,2025-07-01,Tuesday,3,B,Present,07:35,14:47,Face Recognition,,0
ATT0000289,STU00311,2025-07-01,Tuesday,2,B,Late,08:03,13:07,Face Recognition,,0
ATT0000290,STU00312,2025-07-01,Tuesday,11,D,Present,07:30,15:27,Face Recognition,,0
ATT0000291,STU00313,2025-07-01,Tuesday,9,D,Present,07:44,13:25,RFID,091F3E82BFB3,0
ATT0000292,STU00314,2025-07-01,Tuesday,2,A,Present,07:38,15:01,Face Recognition,,1
ATT0000293,STU00316,2025-07-01,Tuesday,11,C,Absent,,,,,0
ATT0000294,STU00318,2025-07-01,Tuesday,11,A,Medical Leave,,,,,0
ATT0000295,STU00319,2025-07-01,Tuesday,2,B,Present,07:40,15:27,RFID,875C7A08CA08,0
ATT0000296,STU00321,2025-07-01,Tuesday,8,C,Present,07:29,13:11,Biometric,,0
ATT0000297,STU00322,2025-07-01,Tuesday,7,D,Absent,,,,,0
ATT0000298,STU00323,2025-07-01,Tuesday,12,B,Present,07:28,14:38,Face Recognition,,0
ATT0000299,STU00324,2025-07-01,Tuesday,3,A,Present,07:32,14:20,RFID,13385AB65B7C,0
ATT0000300,STU00325,2025-07-01,Tuesday,1,B,Present,07:15,13:50,RFID,AEBCA29FC5BF,0
ATT0000301,STU00326,2025-07-01,Tuesday,2,C,Present,07:11,14:29,RFID,F781354FF614,0
ATT0000302,STU00327,2025-07-01,Tuesday,2,C,Present,07:26,15:06,RFID,A33AC47FBD38,0
ATT0000303,STU00328,2025-07-01,Tuesday,7,C,Present,07:45,14:33,Biometric,,0
ATT0000304,STU00329,2025-07-01,Tuesday,5,A,Present,07:12,13:56,RFID,D1F38008AB4E,0
ATT0000305,STU00331,2025-07-01,Tuesday,3,C,Absent,,,,,0
ATT0000306,STU00332,2025-07-01,Tuesday,12,D,Present,07:23,15:33,Biometric,,0
ATT0000307,STU00333,2025-07-01,Tuesday,11,B,Present,07:10,13:17,RFID,914706EACF3C,0
ATT0000308,STU00334,2025-07-01,Tuesday,5,C,Present,07:42,15:37,Biometric,,0
ATT0000309,STU00335,2025-07-01,Tuesday,1,B,Present,07:41,13:47,RFID,C8CCEA2578D7,0
ATT0000310,STU00336,2025-07-01,Tuesday,9,C,Present,07:40,15:08,RFID,FB68BFE270C7,0
ATT0000311,STU00337,2025-07-01,Tuesday,9,B,Present,07:31,13:58,Biometric,,0
ATT0000312,STU00338,2025-07-01,Tuesday,6,D,Absent,,,,,0
ATT0000313,STU00339,2025-07-01,Tuesday,5,C,Present,07:44,15:22,Face Recognition,,0
ATT0000314,STU00340,2025-07-01,Tuesday,11,C,Present,07:33,15:55,Biometric,,0
ATT0000315,STU00341,2025-07-01,Tuesday,5,C,Present,07:16,14:49,RFID,4E61BD923D32,0
ATT0000316,STU00342,2025-07-01,Tuesday,3,C,Late,08:29,15:00,Biometric,,0
ATT0000317,STU00343,2025-07-01,Tuesday,1,B,Present,07:41,15:37,Face Recognition,,0
ATT0000318,STU00344,2025-07-01,Tuesday,7,C,Present,07:29,14:29,Biometric,,0
ATT0000319,STU00345,2025-07-01,Tuesday,2,B,Present,07:26,14:17,RFID,92057D2CB491,0
ATT0000320,STU00346,2025-07-01,Tuesday,2,B,Absent,,,,,0
ATT0000321,STU00347,2025-07-01,Tuesday,2,A,Present,07:20,13:24,Biometric,,0
ATT0000322,STU00348,2025-07-01,Tuesday,8,C,Absent,,,,,0
ATT0000323,STU00349,2025-07-01,Tuesday,11,B,Present,07:38,15:06,Biometric,,1
ATT0000324,STU00350,2025-07-01,Tuesday,5,C,Present,07:26,15:41,Face Recognition,,0
ATT0000325,STU00353,2025-07-01,Tuesday,12,D,Present,07:43,15:40,Biometric,,0
ATT0000326,STU00354,2025-07-01,Tuesday,1,B,Present,07:13,15:45,Biometric,,0
ATT0000327,STU00355,2025-07-01,Tuesday,2,B,Absent,,,,,0
ATT0000328,STU00356,2025-07-01,Tuesday,2,C,Present,07:38,13:59,Biometric,,0
ATT0000329,STU00358,2025-07-01,Tuesday,10,D,Late,08:15,15:19,Face Recognition,,0
ATT0000330,STU00359,2025-07-01,Tuesday,12,B,Present,07:29,14:53,Face Recognition,,0
ATT0000331,STU00360,2025-07-01,Tuesday,1,C,Present,07:38,13:51,Biometric,,0
ATT0000332,STU00361,2025-07-01,Tuesday,8,A,Present,07:34,15:40,Face Recognition,,0
ATT0000333,STU00362,2025-07-01,Tuesday,7,A,Present,07:11,13:31,Biometric,,0
ATT0000334,STU00364,2025-07-01,Tuesday,3,C,Present,07:20,13:45,Biometric,,0
ATT0000335,STU00365,2025-07-01,Tuesday,6,C,Present,07:10,13:26,Biometric,,0
ATT0000336,STU00366,2025-07-01,Tuesday,3,C,Present,07:18,14:43,Biometric,,0
ATT0000337,STU00367,2025-07-01,Tuesday,1,C,Present,07:18,15:51,RFID,67930BBE2926,0
ATT0000338,STU00368,2025-07-01,Tuesday,2,B,Present,07:39,15:42,Biometric,,0
ATT0000339,STU00369,2025-07-01,Tuesday,11,B,Present,07:28,13:16,Biometric,,0
ATT0000340,STU00370,2025-07-01,Tuesday,10,D,Present,07:18,13:17,RFID,90E1F38E5A19,0
ATT0000341,STU00371,2025-07-01,Tuesday,12,B,Present,07:37,14:56,RFID,966E3560DDA2,0
ATT0000342,STU00372,2025-07-01,Tuesday,7,C,Present,07:32,14:44,RFID,317D8B83AEC9,0
ATT0000343,STU00373,2025-07-01,Tuesday,7,A,Authorized Leave,,,,,0
ATT0000344,STU00374,2025-07-01,Tuesday,10,D,Present,07:12,14:16,RFID,35A3B88DE6FE,0
ATT0000345,STU00375,2025-07-01,Tuesday,6,B,Present,07:33,14:51,RFID,2801B7DE7237,0
ATT0000346,STU00376,2025-07-01,Tuesday,5,A,Present,07:16,13:59,Biometric,,0
ATT0000347,STU00377,2025-07-01,Tuesday,7,C,Present,07:19,15:48,Biometric,,0
ATT0000348,STU00378,2025-07-01,Tuesday,1,B,Late,08:23,14:06,Face Recognition,,0
ATT0000349,STU00379,2025-07-01,Tuesday,12,D,Present,07:19,15:41,RFID,21E5839C04E7,0
ATT0000350,STU00380,2025-07-01,Tuesday,3,B,Present,07:11,14:18,RFID,A6C067CDE2AF,0
ATT0000351,STU00381,2025-07-01,Tuesday,7,D,Present,07:25,14:23,RFID,7AA514EC724B,0
ATT0000352,STU00382,2025-07-01,Tuesday,9,A,Present,07:31,13:08,Face Recognition,,0
ATT0000353,STU00384,2025-07-01,Tuesday,3,C,Present,07:31,14:31,RFID,4BD2DB6DCBD0,0
ATT0000354,STU00385,2025-07-01,Tuesday,2,B,Present,07:29,13:14,Biometric,,0
ATT0000355,STU00387,2025-07-01,Tuesday,5,B,Present,07:22,15:03,RFID,A10712155488,0
ATT0000356,STU00388,2025-07-01,Tuesday,10,D,Late,08:05,15:47,Face Recognition,,0
ATT0000357,STU00389,2025-07-01,Tuesday,3,A,Present,07:34,13:27,Face Recognition,,0
ATT0000358,STU00391,2025-07-01,Tuesday,12,D,Present,07:21,13:09,RFID,FF62489BAEF6,0
ATT0000359,STU00392,2025-07-01,Tuesday,1,B,Present,07:31,14:06,RFID,62EAF7F4DE4D,0
ATT0000360,STU00393,2025-07-01,Tuesday,11,B,Present,07:37,14:01,Face Recognition,,1
ATT0000361,STU00394,2025-07-01,Tuesday,7,B,Present,07:16,13:13,Biometric,,0
ATT0000362,STU00396,2025-07-01,Tuesday,12,A,Present,07:29,14:27,Biometric,,0
ATT0000363,STU00397,2025-07-01,Tuesday,8,D,Present,07:17,15:04,Biometric,,0
ATT0000364,STU00398,2025-07-01,Tuesday,5,B,Present,07:25,13:37,Biometric,,0
ATT0000365,STU00399,2025-07-01,Tuesday,12,D,Present,07:20,14:50,Biometric,,0
ATT0000366,STU00401,2025-07-01,Tuesday,12,D,Present,07:10,13:01,RFID,1F6648925D1F,0
ATT0000367,STU00402,2025-07-01,Tuesday,1,C,Late,08:01,15:08,Face Recognition,,0
ATT0000368,STU00403,2025-07-01,Tuesday,2,A,Present,07:39,14:11,RFID,8028F1987D40,0
ATT0000369,STU00405,2025-07-01,Tuesday,1,A,Present,07:28,14:31,Biometric,,0
ATT0000370,STU00406,2025-07-01,Tuesday,2,C,Present,07:38,15:59,RFID,6B8906438519,0
ATT0000371,STU00407,2025-07-01,Tuesday,7,D,Present,07:19,15:33,Face Recognition,,0
ATT0000372,STU00408,2025-07-01,Tuesday,4,A,Present,07:11,13:26,Face Recognition,,0
ATT0000373,STU00409,2025-07-01,Tuesday,7,D,Present,07:28,15:26,RFID,EFC43416AEC8,0
ATT0000374,STU00410,2025-07-01,Tuesday,7,C,Present,07:18,14:31,RFID,43C68E982187,0
ATT0000375,STU00411,2025-07-01,Tuesday,10,C,Present,07:36,13:41,RFID,82BEF9E06A84,0
ATT0000376,STU00412,2025-07-01,Tuesday,3,C,Present,07:26,15:40,RFID,52224F7AADE2,0
ATT0000377,STU00414,2025-07-01,Tuesday,10,A,Present,07:31,14:13,RFID,FF6BFB8A66E9,0
ATT0000378,STU00415,2025-07-01,Tuesday,6,A,Present,07:26,15:57,Biometric,,0
ATT0000379,STU00416,2025-07-01,Tuesday,9,B,Present,07:10,15:38,RFID,9B3B9A0B0EA7,0
ATT0000380,STU00417,2025-07-01,Tuesday,7,B,Present,07:39,13:27,RFID,66EC37567AC8,0
ATT0000381,STU00418,2025-07-01,Tuesday,6,D,Absent,,,,,0
ATT0000382,STU00419,2025-07-01,Tuesday,5,C,Present,07:19,13:25,Biometric,,0
ATT0000383,STU00420,2025-07-01,Tuesday,1,B,Absent,,,,,0
ATT0000384,STU00422,2025-07-01,Tuesday,4,C,Present,07:19,15:46,RFID,0786C887CB31,0
ATT0000385,STU00423,2025-07-01,Tuesday,8,D,Present,07:34,14:01,RFID,12AD4C244F2B,0
ATT0000386,STU00424,2025-07-01,Tuesday,1,B,Late,08:16,14:02,RFID,1B4FC8CF26CF,0
ATT0000387,STU00425,2025-07-01,Tuesday,10,C,Present,07:35,13:50,RFID,2B08CE609C15,0
ATT0000388,STU00426,2025-07-01,Tuesday,4,C,Present,07:35,14:55,Biometric,,0
ATT0000389,STU00427,2025-07-01,Tuesday,9,D,Present,07:14,15:33,RFID,5ED7F5C7C18A,0
ATT0000390,STU00428,2025-07-01,Tuesday,7,C,Present,07:21,14:08,Biometric,,0
ATT0000391,STU00429,2025-07-01,Tuesday,3,A,Absent,,,,,0
ATT0000392,STU00430,2025-07-01,Tuesday,6,D,Present,07:35,13:36,Biometric,,0
ATT0000393,STU00431,2025-07-01,Tuesday,5,A,Absent,,,,,0
ATT0000394,STU00432,2025-07-01,Tuesday,8,A,Present,07:11,13:59,Biometric,,0
ATT0000395,STU00433,2025-07-01,Tuesday,10,C,Present,07:42,15:25,RFID,08DD4AFB70D9,0
ATT0000396,STU00434,2025-07-01,Tuesday,1,A,Absent,,,,,0
ATT0000397,STU00435,2025-07-01,Tuesday,10,B,Present,07:39,15:03,RFID,B0A6FDC5CD7F,0
ATT0000398,STU00436,2025-07-01,Tuesday,1,A,Present,07:28,14:35,Biometric,,0
ATT0000399,STU00437,2025-07-01,Tuesday,8,A,Present,07:34,13:41,Face Recognition,,0
ATT0000400,STU00438,2025-07-01,Tuesday,6,A,Present,07:13,13:05,RFID,5B831BFF91B3,0
ATT0000401,STU00439,2025-07-01,Tuesday,10,A,Late,08:15,13:52,RFID,B0C907F16D6F,0
ATT0000402,STU00440,2025-07-01,Tuesday,12,C,Late,08:05,13:23,RFID,4AE50E52B176,0
ATT0000403,STU00441,2025-07-01,Tuesday,6,C,Present,07:28,13:43,Biometric,,0
ATT0000404,STU00442,2025-07-01,Tuesday,1,A,Late,08:00,15:11,Biometric,,0
ATT0000405,STU00443,2025-07-01,Tuesday,4,C,Present,07:33,15:30,RFID,7DE320099D64,0
ATT0000406,STU00444,2025-07-01,Tuesday,3,B,Present,07:31,15:27,RFID,F85E1FCE6A53,0
ATT0000407,STU00445,2025-07-01,Tuesday,2,B,Authorized Leave,,,,,0
ATT0000408,STU00446,2025-07-01,Tuesday,4,A,Present,07:26,13:22,RFID,ED3B4A8F4BC5,0
ATT0000409,STU00447,2025-07-01,Tuesday,1,A,Present,07:26,13:03,RFID,1BAE62683C22,0
ATT0000410,STU00448,2025-07-01,Tuesday,7,A,Present,07:17,15:13,RFID,8350D6678CAD,0
ATT0000411,STU00449,2025-07-01,Tuesday,1,B,Present,07:33,13:15,RFID,DEDEAC29F548,0
ATT0000412,STU00450,2025-07-01,Tuesday,6,C,Present,07:24,14:50,Biometric,,0
ATT0000413,STU00451,2025-07-01,Tuesday,5,C,Present,07:38,13:47,Biometric,,0
ATT0000414,STU00452,2025-07-01,Tuesday,6,A,Present,07:10,14:21,RFID,FDDE2D66A1AD,0
ATT0000415,STU00453,2025-07-01,Tuesday,5,B,Present,07:39,15:02,Biometric,,0
ATT0000416,STU00454,2025-07-01,Tuesday,9,B,Present,07:35,13:17,RFID,D8AC948149BC,0
ATT0000417,STU00455,2025-07-01,Tuesday,9,D,Present,07:23,14:32,RFID,ADA52708BA99,0
ATT0000418,STU00456,2025-07-01,Tuesday,9,A,Present,07:12,14:16,RFID,AA36D14DC64B,0
ATT0000419,STU00457,2025-07-01,Tuesday,2,A,Present,07:45,13:16,RFID,DC59EF2B692A,0
ATT0000420,STU00458,2025-07-01,Tuesday,5,C,Present,07:19,15:37,RFID,17871E29956D,0
ATT0000421,STU00459,2025-07-01,Tuesday,6,D,Present,07:15,13:58,Biometric,,0
ATT0000422,STU00460,2025-07-01,Tuesday,6,C,Present,07:14,14:26,Biometric,,0
ATT0000423,STU00461,2025-07-01,Tuesday,3,B,Present,07:30,13:04,RFID,79A4BE587B0F,0
ATT0000424,STU00462,2025-07-01,Tuesday,8,A,Absent,,,,,0
ATT0000425,STU00463,2025-07-01,Tuesday,10,C,Late,08:21,14:46,Biometric,,0
ATT0000426,STU00464,2025-07-01,Tuesday,4,A,Late,08:24,13:56,RFID,7E2025FFD820,0
ATT0000427,STU00465,2025-07-01,Tuesday,5,C,Present,07:36,14:39,Face Recognition,,0
ATT0000428,STU00467,2025-07-01,Tuesday,8,C,Late,08:27,14:18,Biometric,,0
ATT0000429,STU00469,2025-07-01,Tuesday,11,C,Present,07:43,14:58,Biometric,,0
ATT0000430,STU00470,2025-07-01,Tuesday,2,C,Present,07:19,14:30,Face Recognition,,0
ATT0000431,STU00472,2025-07-01,Tuesday,8,B,Present,07:44,14:24,RFID,D1130EA3EA5E,0
ATT0000432,STU00474,2025-07-01,Tuesday,1,B,Present,07:25,13:30,Biometric,,0
ATT0000433,STU00475,2025-07-01,Tuesday,9,A,Present,07:40,13:05,RFID,99C2C8F3547C,0
ATT0000434,STU00476,2025-07-01,Tuesday,1,C,Present,07:21,15:03,Face Recognition,,0
ATT0000435,STU00477,2025-07-01,Tuesday,1,C,Present,07:19,13:27,RFID,59A433F29191,0
ATT0000436,STU00478,2025-07-01,Tuesday,11,C,Present,07:37,15:33,Biometric,,0
ATT0000437,STU00479,2025-07-01,Tuesday,6,D,Present,07:44,14:21,RFID,023476E809DF,0
ATT0000438,STU00480,2025-07-01,Tuesday,5,C,Present,07:26,14:04,RFID,068E2654D1C1,0
ATT0000439,STU00481,2025-07-01,Tuesday,9,C,Present,07:18,15:44,Face Recognition,,0
ATT0000440,STU00483,2025-07-01,Tuesday,7,B,Present,07:10,15:27,RFID,F8B5C0F75177,0
ATT0000441,STU00484,2025-07-01,Tuesday,11,D,Present,07:14,15:13,RFID,B2F57DCF931E,0
ATT0000442,STU00485,2025-07-01,Tuesday,8,D,Present,07:43,13:09,Face Recognition,,0
ATT0000443,STU00486,2025-07-01,Tuesday,11,D,Present,07:43,14:30,Biometric,,0
ATT0000444,STU00488,2025-07-01,Tuesday,6,B,Present,07:32,13:23,RFID,82FFD7FC2260,0
ATT0000445,STU00489,2025-07-01,Tuesday,1,A,Present,07:18,15:58,RFID,C56F38A83435,0
ATT0000446,STU00490,2025-07-01,Tuesday,2,B,Authorized Leave,,,,,0
ATT0000447,STU00491,2025-07-01,Tuesday,9,D,Present,07:11,14:39,RFID,B2ADCE2596C1,0
ATT0000448,STU00492,2025-07-01,Tuesday,2,C,Present,07:30,13:24,RFID,DEB522D40485,0
ATT0000449,STU00493,2025-07-01,Tuesday,5,C,Present,07:38,14:15,RFID,6DFF151B38C8,0
ATT0000450,STU00494,2025-07-01,Tuesday,6,A,Present,07:38,13:51,Face Recognition,,0
ATT0000451,STU00495,2025-07-01,Tuesday,7,C,Late,08:13,15:41,RFID,9F4DBF7DDC23,0
ATT0000452,STU00497,2025-07-01,Tuesday,4,C,Present,07:32,13:51,Face Recognition,,1
ATT0000453,STU00498,2025-07-01,Tuesday,11,C,Present,07:44,14:34,Face Recognition,,0
ATT0000454,STU00499,2025-07-01,Tuesday,1,C,Present,07:41,13:57,RFID,3371412F4361,1
ATT0000455,STU00500,2025-07-01,Tuesday,3,A,Present,07:29,15:21,Biometric,,0
ATT0000456,STU00501,2025-07-01,Tuesday,10,C,Present,07:32,15:53,RFID,F0DC48C232FC,0
ATT0000457,STU00502,2025-07-01,Tuesday,2,A,Present,07:11,15:43,Biometric,,0
ATT0000458,STU00503,2025-07-01,Tuesday,12,A,Present,07:14,15:33,Biometric,,0
ATT0000459,STU00505,2025-07-01,Tuesday,1,B,Present,07:12,14:53,Face Recognition,,0
ATT0000460,STU00506,2025-07-01,Tuesday,4,A,Present,07:43,13:34,Biometric,,0
ATT0000461,STU00507,2025-07-01,Tuesday,8,C,Present,07:44,14:56,RFID,46233B449A7A,0
ATT0000462,STU00508,2025-07-01,Tuesday,4,B,Late,08:07,15:10,Face Recognition,,0
ATT0000463,STU00509,2025-07-01,Tuesday,2,A,Present,07:39,15:48,Face Recognition,,1
ATT0000464,STU00510,2025-07-01,Tuesday,2,C,Present,07:11,14:24,Biometric,,0
ATT0000465,STU00511,2025-07-01,Tuesday,8,C,Absent,,,,,0
ATT0000466,STU00512,2025-07-01,Tuesday,8,C,Present,07:40,13:27,Face Recognition,,0
ATT0000467,STU00513,2025-07-01,Tuesday,6,C,Present,07:31,13:33,RFID,FA59742C1B66,0
ATT0000468,STU00514,2025-07-01,Tuesday,1,C,Present,07:11,13:00,Biometric,,0
ATT0000469,STU00515,2025-07-01,Tuesday,12,D,Absent,,,,,0
ATT0000470,STU00516,2025-07-01,Tuesday,9,C,Present,07:27,13:47,RFID,0B6EC6B8ED4B,0
ATT0000471,STU00517,2025-07-01,Tuesday,6,A,Present,07:44,13:17,Biometric,,0
ATT0000472,STU00518,2025-07-01,Tuesday,3,A,Present,07:33,14:57,RFID,ACED27B80481,1
ATT0000473,STU00519,2025-07-01,Tuesday,8,D,Medical Leave,,,,,0
ATT0000474,STU00520,2025-07-01,Tuesday,10,B,Present,07:38,15:49,RFID,6DD6A10BCB61,0
ATT0000475,STU00521,2025-07-01,Tuesday,3,B,Present,07:23,14:45,Biometric,,1
ATT0000476,STU00522,2025-07-01,Tuesday,4,B,Medical Leave,,,,,0
ATT0000477,STU00523,2025-07-01,Tuesday,7,A,Present,07:18,14:52,Face Recognition,,0
ATT0000478,STU00524,2025-07-01,Tuesday,6,D,Present,07:11,13:50,RFID,60553DFB7BE4,0
ATT0000479,STU00525,2025-07-01,Tuesday,3,C,Present,07:19,14:18,Face Recognition,,0
ATT0000480,STU00526,2025-07-01,Tuesday,12,B,Present,07:24,14:57,Face Recognition,,0
ATT0000481,STU00527,2025-07-01,Tuesday,10,C,Present,07:12,13:26,RFID,DF5087D651D5,0
ATT0000482,STU00528,2025-07-01,Tuesday,2,A,Present,07:14,15:26,Biometric,,0
ATT0000483,STU00529,2025-07-01,Tuesday,8,D,Absent,,,,,0
ATT0000484,STU00530,2025-07-01,Tuesday,2,B,Present,07:24,14:24,Biometric,,0
ATT0000485,STU00531,2025-07-01,Tuesday,12,B,Present,07:27,14:47,Biometric,,0
ATT0000486,STU00532,2025-07-01,Tuesday,9,D,Present,07:24,15:11,Biometric,,0
ATT0000487,STU00533,2025-07-01,Tuesday,7,C,Present,07:20,15:21,RFID,09CB054A4E60,0
ATT0000488,STU00534,2025-07-01,Tuesday,9,A,Late,08:21,14:57,RFID,BA18D98D4B51,0
ATT0000489,STU00535,2025-07-01,Tuesday,4,C,Present,07:26,15:53,Biometric,,0
ATT0000490,STU00536,2025-07-01,Tuesday,11,D,Present,07:20,13:31,RFID,3CD78F4F5C81,0
ATT0000491,STU00537,2025-07-01,Tuesday,1,B,Present,07:30,13:08,Face Recognition,,0
ATT0000492,STU00538,2025-07-01,Tuesday,2,C,Present,07:25,13:44,RFID,8C43D9878446,0
ATT0000493,STU00539,2025-07-01,Tuesday,12,B,Present,07:42,14:09,Biometric,,0
ATT0000494,STU00540,2025-07-01,Tuesday,1,B,Present,07:37,13:20,Face Recognition,,0
ATT0000495,STU00541,2025-07-01,Tuesday,3,B,Late,08:21,13:07,RFID,CB60A4E9E84C,0
ATT0000496,STU00542,2025-07-01,Tuesday,3,C,Present,07:39,13:20,RFID,0C2D7B79FD68,0
ATT0000497,STU00543,2025-07-01,Tuesday,9,D,Present,07:38,15:49,RFID,3D6635884320,0
ATT0000498,STU00544,2025-07-01,Tuesday,8,D,Authorized Leave,,,,,0
ATT0000499,STU00545,2025-07-01,Tuesday,4,B,Present,07:37,14:29,Biometric,,0
ATT0000500,STU00547,2025-07-01,Tuesday,11,D,Present,07:28,14:21,Biometric,,0
ATT0000501,STU00548,2025-07-01,Tuesday,4,A,Present,07:33,13:57,RFID,B04677DB7893,0
ATT0000502,STU00549,2025-07-01,Tuesday,5,A,Present,07:25,14:08,Biometric,,0
ATT0000503,STU00550,2025-07-01,Tuesday,8,D,Present,07:38,15:23,Face Recognition,,0
ATT0000504,STU00551,2025-07-01,Tuesday,6,C,Absent,,,,,0
ATT0000505,STU00552,2025-07-01,Tuesday,12,A,Present,07:24,13:44,RFID,641C14CD5894,0
ATT0000506,STU00553,2025-07-01,Tuesday,2,A,Present,07:33,13:29,Face Recognition,,0
ATT0000507,STU00554,2025-07-01,Tuesday,4,C,Present,07:42,13:25,Biometric,,0
ATT0000508,STU00555,2025-07-01,Tuesday,12,D,Present,07:14,15:11,RFID,A23E664E7B79,0
ATT0000509,STU00556,2025-07-01,Tuesday,7,B,Absent,,,,,0
ATT0000510,STU00557,2025-07-01,Tuesday,9,D,Present,07:28,13:51,RFID,586960E971F2,0
ATT0000511,STU00558,2025-07-01,Tuesday,10,A,Present,07:18,14:48,Biometric,,0
ATT0000512,STU00559,2025-07-01,Tuesday,7,C,Late,08:23,15:09,RFID,F639C269453E,0
ATT0000513,STU00560,2025-07-01,Tuesday,6,B,Present,07:33,13:11,Biometric,,0
ATT0000514,STU00561,2025-07-01,Tuesday,3,A,Present,07:20,14:56,Face Recognition,,0
ATT0000515,STU00564,2025-07-01,Tuesday,8,C,Present,07:21,14:14,RFID,8018932EE527,0
ATT0000516,STU00565,2025-07-01,Tuesday,4,A,Medical Leave,,,,,0
ATT0000517,STU00566,2025-07-01,Tuesday,8,A,Present,07:15,15:05,Face Recognition,,0
ATT0000518,STU00567,2025-07-01,Tuesday,2,B,Present,07:33,15:10,RFID,7E733B9E7168,0
ATT0000519,STU00568,2025-07-01,Tuesday,9,B,Present,07:13,14:59,Face Recognition,,0
ATT0000520,STU00569,2025-07-01,Tuesday,5,B,Present,07:26,15:15,Face Recognition,,0
ATT0000521,STU00570,2025-07-01,Tuesday,7,C,Late,08:17,15:05,Face Recognition,,0
ATT0000522,STU00571,2025-07-01,Tuesday,9,A,Present,07:23,15:46,Face Recognition,,0
ATT0000523,STU00572,2025-07-01,Tuesday,10,A,Present,07:42,14:04,RFID,08D44B85B2F2,0
ATT0000524,STU00573,2025-07-01,Tuesday,8,D,Present,07:37,14:27,Biometric,,0
ATT0000525,STU00574,2025-07-01,Tuesday,1,C,Present,07:41,13:07,Biometric,,0
ATT0000526,STU00575,2025-07-01,Tuesday,3,C,Present,07:20,15:45,RFID,9EA9B1FA152F,0
ATT0000527,STU00577,2025-07-01,Tuesday,8,B,Late,08:09,15:54,RFID,F198B860DD76,0
ATT0000528,STU00579,2025-07-01,Tuesday,10,A,Present,07:43,13:35,Biometric,,0
ATT0000529,STU00580,2025-07-01,Tuesday,5,B,Present,07:14,15:26,RFID,53A81DA8F8C5,0
ATT0000530,STU00581,2025-07-01,Tuesday,5,B,Present,07:22,15:06,Biometric,,0
ATT0000531,STU00582,2025-07-01,Tuesday,4,B,Absent,,,,,0
ATT0000532,STU00583,2025-07-01,Tuesday,11,D,Present,07:23,14:35,Biometric,,0
ATT0000533,STU00584,2025-07-01,Tuesday,7,A,Absent,,,,,0
ATT0000534,STU00585,2025-07-01,Tuesday,12,C,Absent,,,,,0
ATT0000535,STU00586,2025-07-01,Tuesday,1,C,Present,07:35,14:59,Biometric,,0
ATT0000536,STU00587,2025-07-01,Tuesday,2,A,Present,07:14,13:00,Face Recognition,,0
ATT0000537,STU00588,2025-07-01,Tuesday,8,C,Present,07:45,13:39,RFID,52C27E2981CE,0
ATT0000538,STU00589,2025-07-01,Tuesday,3,C,Present,07:40,14:52,Face Recognition,,0
ATT0000539,STU00590,2025-07-01,Tuesday,10,D,Present,07:23,13:48,Face Recognition,,0
ATT0000540,STU00591,2025-07-01,Tuesday,11,C,Present,07:26,14:01,Face Recognition,,1
ATT0000541,STU00592,2025-07-01,Tuesday,8,A,Present,07:40,14:03,Face Recognition,,0
ATT0000542,STU00593,2025-07-01,Tuesday,6,C,Present,07:32,13:22,Biometric,,0
ATT0000543,STU00594,2025-07-01,Tuesday,12,A,Present,07:19,14:48,Biometric,,0
ATT0000544,STU00595,2025-07-01,Tuesday,3,A,Present,07:11,15:31,Face Recognition,,0
ATT0000545,STU00597,2025-07-01,Tuesday,6,A,Present,07:14,15:47,Face Recognition,,0
ATT0000546,STU00598,2025-07-01,Tuesday,10,B,Present,07:38,13:12,Biometric,,0
ATT0000547,STU00599,2025-07-01,Tuesday,4,A,Present,07:34,13:03,RFID,6F005A04F17D,0
ATT0000548,STU00600,2025-07-01,Tuesday,10,A,Late,08:19,15:17,RFID,69C668F2C41F,0
